"Course_name","Inst_Name","Alloted_
"INSTRUMENTATION &
CONTROL ENGINEERING -
TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","12946.00","13022.00"
"MARINE ENGINEERING","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","50194.00","50194.00"
"MATHEMATICS AND
COMPUTING","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","EWS","GUJCET Based","Self-Finance","113.00","113.00"
"MATHEMATICS AND
COMPUTING","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","GEN","GUJCET Based","Self-Finance","80.00","80.00"
"MATHEMATICS AND
COMPUTING","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","SC","GUJCET Based","Self-Finance","1262.00","1262.00"
"MATHEMATICS AND
COMPUTING","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","ST","GUJCET Based","Self-Finance","12629.00","12629.00"
"MATHEMATICS AND
COMPUTING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","32292.00","32292.00"
"MATHEMATICS AND
COMPUTING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","16685.00","29347.00"
"MATHEMATICS AND
COMPUTING","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","34893.00","34893.00"
"MATHEMATICS AND
COMPUTING - TFWS","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","TFWs","GUJCET Based","Self-Finance","33.00","33.00"
"MATHEMATICS AND
COMPUTING - TFWS","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","TFWs","GUJCET Based","Self-Finance","6053.00","6053.00"
"MECHANICAL
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","17167.00","34902.00"
"MECHANICAL
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD","GEN","GUJCET Based","Self-Finance","12394.00","12394.00"
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","23276.00","23276.00"
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","7803.00","12781.00"
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","SC","GUJCET Based","Self-Finance","50451.00","50451.00"
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","22129.00","37604.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ESM","GUJCET Based","Govt / GIA","34014.00","34014.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","GUJCET Based","Govt / GIA","12879.00","12879.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","7481.00","11123.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","GUJCET Based","Govt / GIA","14039.00","16285.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","ST","GUJCET Based","Govt / GIA","38364.00","38364.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","JEE Based","Govt / GIA","902071.00","902071.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","EWS","GUJCET Based","Self-Finance","17393.00","18352.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","GEN","GUJCET Based","Self-Finance","12091.00","17282.00"
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR","SEBC","GUJCET Based","Self-Finance","23877.00","24953.00"
"MECHANICAL
ENGINEERING","C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","23435.00","39081.00"
"MECHANICAL
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","EWS","GUJCET Based","Self-Finance","27216.00","30907.00"
"MECHANICAL
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","GEN","GUJCET Based","Self-Finance","15327.00","25306.00"
"MECHANICAL
ENGINEERING","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","SEBC","GUJCET Based","Self-Finance","39015.00","39259.00"
"MECHANICAL
ENGINEERING","D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA","GEN","GUJCET Based","Self-Finance","36037.00","36037.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","EWS","GUJCET Based","Govt / GIA","25007.00","31310.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","GUJCET Based","Govt / GIA","5902.00","23901.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","GUJCET Based","Govt / GIA","24326.00","37724.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","ST","GUJCET Based","Govt / GIA","39531.00","39531.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","JEE Based","Govt / GIA","904196.00","904544.00"
"MECHANICAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","SEBC","JEE Based","Govt / GIA","907224.00","907224.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","GUJCET Based","Govt / GIA","9275.00","9659.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","5475.00","7003.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","10725.00","10725.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","EWS","GUJCET Based","Self-Finance","16148.00","22038.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","GEN","GUJCET Based","Self-Finance","11278.00","15000.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SC","GUJCET Based","Self-Finance","25844.00","25844.00"
"MECHANICAL
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SEBC","GUJCET Based","Self-Finance","21967.00","22168.00"
"MECHANICAL
ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","28163.00","35726.00"
"MECHANICAL
ENGINEERING","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","50447.00","50447.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"MECHANICAL
ENGINEERING","GIDC DEGREE ENGINEERING COLLEGE, ABRAMA,
NAVSARI","GEN","GUJCET Based","Self-Finance","37177.00","37177.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","EWS","GUJCET Based","Govt / GIA","39793.00","50146.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","GUJCET Based","Govt / GIA","20144.00","37979.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","SEBC","GUJCET Based","Govt / GIA","38522.00","50249.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","JEE Based","Govt / GIA","906336.00","908835.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","SEBC","JEE Based","Govt / GIA","920070.00","920070.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","20639.00","50084.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","GEN","JEE Based","Govt / GIA","904990.00","990390.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ","GEN","JEE Based","Govt / GIA","911242.00","921592.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","GUJCET Based","Govt / GIA","37157.00","37157.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","GUJCET Based","Govt / GIA","33746.00","33746.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
GODHRA","GEN","JEE Based","Govt / GIA","990374.00","990374.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","GUJCET Based","Govt / GIA","30145.00","39680.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","JEE Based","Govt / GIA","909029.00","921119.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
PALANPUR","GEN","JEE Based","Govt / GIA","907253.00","990420.50"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","GUJCET Based","Govt / GIA","26432.00","50609.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","JEE Based","Govt / GIA","911619.00","930388.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","EWS","GUJCET Based","Govt / GIA","27192.00","30374.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","14967.00","24978.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","SEBC","GUJCET Based","Govt / GIA","29332.00","32444.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","904997.00","904997.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","SEBC","JEE Based","Govt / GIA","916166.00","916166.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","19562.00","21880.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","13447.00","19158.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SC","GUJCET Based","Govt / GIA","34846.00","34846.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","19813.00","27353.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","JEE Based","Govt / GIA","913173.00","913173.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","GUJCET Based","Govt / GIA","27718.00","50623.00"
"MECHANICAL
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, VALSAD","GEN","JEE Based","Govt / GIA","910437.00","990177.00"
"MECHANICAL
ENGINEERING","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","37731.00","37731.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","EWS","GUJCET Based","Autonomous","20675.00","25938.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"MECHANICAL
ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","GEN","GUJCET Based","Autonomous","12516.00","20299.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF
INFRASTRUCTURE,TECHNOLOGY,RESEARCH AND
MANAGEMENT(IITRAM),AHMEDABAD","SEBC","GUJCET Based","Autonomous","27336.00","38559.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","ESM","GUJCET Based","Self-Finance","21876.00","21876.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","7376.00","7376.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","3138.00","6141.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SC","GUJCET Based","Self-Finance","9966.00","13321.00"
"MECHANICAL
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","10758.00","11715.00"
"MECHANICAL
ENGINEERING","ITM (SLS) BARODA UNIVERSITY (FORMERLY
KNOWN AS ITM UNIVERSE), VADODARA","GEN","GUJCET Based","Self-Finance","50472.00","50472.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","6142.00","6142.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","3406.00","4933.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","GUJCET Based","Govt / GIA","16365.00","21903.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","8630.00","8630.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ST","GUJCET Based","Govt / GIA","19484.00","19484.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","JEE Based","Govt / GIA","903153.00","903153.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","901462.00","901758.00"
"MECHANICAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","JEE Based","Govt / GIA","902653.00","902653.00"
"MECHANICAL
ENGINEERING","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","23570.00","50141.00"
"MECHANICAL
ENGINEERING","L.E.COLLEGE ,MORBI","GEN","GUJCET Based","Govt / GIA","26789.00","26789.00"
"MECHANICAL
ENGINEERING","L.E.COLLEGE ,MORBI","GEN","JEE Based","Govt / GIA","903892.00","929846.00"
"MECHANICAL
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","21451.00","38710.00"
"MECHANICAL
ENGINEERING","LAXMI INSTITUTE OF TECHNOLOGY, SARIGAM,
VALSAD","GEN","GUJCET Based","Self-Finance","39143.00","39143.00"
"MECHANICAL
ENGINEERING","P.P. SAVANI SCHOOL OF ENGINEERING, P.P.
SAVANI UNIVERSITY, KOSAMBA","GEN","GUJCET Based","Self-Finance","4053.00","34464.00"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","11885.00","16658.00"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","9626.00","11883.00"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SC","GUJCET Based","Self-Finance","16402.00","34253.00"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","17635.00","20838.00"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","902236.00","903707.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"MECHANICAL
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","907956.00","912734.00"
"MECHANICAL
ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","35193.00","35193.00"
"MECHANICAL
ENGINEERING","SARDAR PATEL COLLEGE OF ENGINEERING,
BAKROL ANAND","GEN","GUJCET Based","Self-Finance","38588.00","38588.00"
"MECHANICAL
ENGINEERING","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","10460.00","50178.00"
"MECHANICAL
ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","23043.00","39745.00"
"MECHANICAL
ENGINEERING","SCHOOL OF ENGINEERING AND TECHNOLOGY,
NAVRACHANA UNIVERSITY, VADODARA","GEN","GUJCET Based","Self-Finance","25973.00","25973.00"
"MECHANICAL
ENGINEERING","SHANTILAL SHAH ENGINEERING COLLEGE
,BHAVNAGAR","GEN","JEE Based","Govt / GIA","922257.00","922257.00"
"MECHANICAL
ENGINEERING","SHRI SITARAM N PATEL INST. OF TECH. & RES.
(SNPIT), BARDOLI, UMRAKH (VIDHYABHARTI
TRUST)","GEN","GUJCET Based","Self-Finance","17912.00","30530.00"
"MECHANICAL
ENGINEERING","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","GEN","GUJCET Based","Self-Finance","25514.00","37821.00"
"MECHANICAL
ENGINEERING","SWAMINARAYAN COLLEGE OF ENGG. & TECH.,
KALOL","GEN","GUJCET Based","Self-Finance","34555.00","34555.00"
"MECHANICAL
ENGINEERING","V.V.P. ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Self-Finance","9074.00","39831.00"
"MECHANICAL
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","13501.00","14332.00"
"MECHANICAL
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","6546.00","12796.00"
"MECHANICAL
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","GUJCET Based","Govt / GIA","27150.00","28989.00"
"MECHANICAL
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","14699.00","18139.00"
"MECHANICAL
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","JEE Based","Govt / GIA","906109.00","906397.00"
"MECHANICAL
ENGINEERING - TFWS","AMRUT INSTITUTE, JUNAGADH","TFWs","GUJCET Based","Self-Finance","30824.00","30824.00"
"MECHANICAL
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","14252.00","14523.00"
"MECHANICAL
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, VALSAD","TFWs","GUJCET Based","Govt / GIA","19220.00","19220.00"
"MECHANICAL
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, VALSAD","TFWs","JEE Based","Govt / GIA","914192.00","914192.00"
"MECHANICAL
ENGINEERING - TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","TFWs","JEE Based","Govt / GIA","901774.00","901774.00"
"MECHANICAL
ENGINEERING - TFWS","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","TFWs","GUJCET Based","Self-Finance","4852.00","4852.00"
"MECHANICAL
ENGINEERING (ELECTRIC
VEHICLE)-TFWS","BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT","TFWs","GUJCET Based","Self-Finance","39925.00","39925.00"
"MECHATRONICS
ENGINEERING","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","23896.00","31290.00"
"METALLURGICAL AND
MATERIALS ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","13153.00","25015.00"
"METALLURGICAL AND
MATERIALS ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","33478.00","33478.00"
"METALLURGICAL AND
MATERIALS ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","JEE Based","Govt / GIA","905116.00","905205.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"METALLURGY","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","JEE Based","Govt / GIA","922616.00","927242.00"
"MINING ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, BHUJ","GEN","GUJCET Based","Govt / GIA","29665.00","29665.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","25982.00","30481.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","13048.00","19459.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SC","GUJCET Based","Self-Finance","21121.00","28408.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","38275.00","38275.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","JEE Based","Self-Finance","905221.00","905221.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","902161.00","904627.00"
"PETROLEUM ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","918927.00","921249.00"
"PETROLEUM ENGINEERING","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","39893.00","39893.00"
"PHARMACEUTICAL
ENGINEERING","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT","GEN","GUJCET Based","Self-Finance","15473.00","50181.00"
"PLASTIC TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","38161.00","38899.00"
"PLASTIC TECHNOLOGY","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","905856.00","990137.00"
"POWER ELECTRONICS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","32563.00","39532.00"
"POWER ELECTRONICS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","21363.00","31284.00"
"POWER ELECTRONICS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","904358.00","904358.00"
"POWER ELECTRONICS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","JEE Based","Govt / GIA","929637.00","929637.00"
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","33726.00","39608.00"
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","JEE Based","Govt / GIA","912453.00","990117.00"
"ROBOTICS & ARTIFICIAL
INTELLIGENCE","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","27848.00","50570.00"
"ROBOTICS & ARTIFICIAL
INTELLIGENCE - TFW","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","30260.00","39575.00"
"ROBOTICS AND
AUTOMATION","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","31327.00","31327.00"
"ROBOTICS AND
AUTOMATION","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","19616.00","50564.00"
"ROBOTICS AND
AUTOMATION","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","903957.00","908729.00"
"ROBOTICS AND
AUTOMATION","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","20548.00","24432.00"
